text,setiment
"Reminder: McCain was shot down on his 23rd bombing mission over North Vietnam. Fractured his arms and a leg, almost drowned. Tortured, for years. Two years of solitary confinement. Endured more than most of us could ever imagine. Very, very tough guy. Patriot. Hero. A real man.",negative
"A short while ago, men such as Robert Mueller, William Taylor, and Alexander Vindman would have been pin-ups for (us) American conservatives: decorated combat veterans; patriots; straight arrows. The urge to prop up Trump changed all of this. A heartbreaking and infuriating era.",negative
"Listening to these hearings, you can see why Republicans, both in electoral politics and in the media, worked so very hard to keep them from ever coming about.",negative
"This morning, I passed my neighbor, who was walking his dog. He uses a walker now and moves very slowly. He is incredibly tough. On his forearm is a tattoo -- not the kind the kids get. I stared at that faded number this morning, and my stupid, shitty problems melted.",negative
"Trust me, my friends: If a Democratic president did this, all of us conservatives would explode in rage -- this usurpation, this defilement of the people's house -- and we'd be right.",negative
The South Lawn.,neutral
"From a conservative who has been disgusted by the Trumpified GOP: “I didn’t think I could drag myself to the polls. But after the Left’s performance in the Kavanaugh affair, I would crawl across broken glass.” I believe this sentiment is common.",negative
"Reminder: McCain was shot down on his 23rd bombing mission over North Vietnam. Fractured his arms and a leg, almost drowned. Tortured, for years. Two years of solitary confinement. Endured more than most of us could ever imagine. Very, very tough guy. Patriot. Hero. A real man.",negative
"A short while ago, men such as Robert Mueller, William Taylor, and Alexander Vindman would have been pin-ups for (us) American conservatives: decorated combat veterans; patriots; straight arrows. The urge to prop up Trump changed all of this. A heartbreaking and infuriating era.",negative
"Listening to these hearings, you can see why Republicans, both in electoral politics and in the media, worked so very hard to keep them from ever coming about.",negative
"This morning, I passed my neighbor, who was walking his dog. He uses a walker now and moves very slowly. He is incredibly tough. On his forearm is a tattoo -- not the kind the kids get. I stared at that faded number this morning, and my stupid, shitty problems melted.",negative
Criticizing a candidate on the issues is part of politics. Threatening my children is not. We are thankful for the support of law enforcement as we work to find whoever is behind this gutless act. We will not be intimidated as we work to make #NJ11 better for everyone.,negative
I am proud to serve as the first Latina lieutenant governor of the great state of Florida — and I am offended by the term Latinx.,negative
"As Florida now ranks lowest in the continental U.S. in terms of COVID-19 rates per capita, we are proud to have stood firm in protecting liberty throughout the pandemic. @GovRonDeSantis’ approach was guided by science, data, and pragmatism, not fear and alarmist narratives.",positive
SCOTUS striking down Biden’s OSHA vaccine mandate is a great step in the right direction. As @GovRonDeSantis and I have said — one's employment should never be contingent on a shot.,positive
Thank you to the best grassroots campaign this state has ever seen. I will forever be grateful.,positive
I’m calling for a hearing with the U.S. interpreter who was present during President Trump’s meeting with Putin to uncover what they discussed privately. This interpreter can help determine what @POTUS shared/promised Putin on our behalf.,neutral
"I want to know where the outrage was when, year after year, I and others in the Senate tried to get more SIVs to protect our Afghan allies, or when the Trump administration was giving away the rights of Afghan women and girls during peace talks with the Taliban.",negative
I already miss the greatest human being that I will ever know. Love you Dad!,positive
Sully has the watch.,neutral
Mission complete. #Remembering41,neutral
I already miss the greatest human being that I will ever know. Love you Dad!,positive
Sully has the watch.,neutral
Mission complete. #Remembering41,neutral
I already miss the greatest human being that I will ever know. Love you Dad!,positive
Sully has the watch.,neutral
Mission complete. #Remembering41,neutral
I already miss the greatest human being that I will ever know. Love you Dad!,positive
Sully has the watch.,neutral
Mission complete. #Remembering41,neutral
As the author of the bill implementing amend 4 it was our intent that those ineligible would be granted some grace by the state if they registered without intent to commit voter fraud.  Some of the individuals did check with SOEs and believed they could register. #Intentmatters,neutral
